dep_hour,o_min_vis,o_vol,o_fog,o_change,arr_hour,d_min_vis,d_vol,d_fog,d_change,delay
23,3.24,0.84,0.26,0.72,0,6.21,0.67,0.25,0.67,0
15,0.08,0.29,0.59,0.89,19,8.02,0.72,0.32,0.31,0
7,1.82,0.8,0.02,0.21,9,3.86,0.77,0.77,0.74,1
17,6.86,0.28,0.97,0.74,21,6.62,0.53,0.01,0.39,0
2,2.86,0.44,0.6,0.87,6,7.24,0.34,0.42,0.2,0
14,2.67,0.02,0.91,0.9,17,7.63,0.84,0.49,0.51,0
1,0.46,0.68,0.12,0.7,3,0.97,0.84,0.82,0.63,0
2,2.04,0.86,0.15,0.39,3,1.05,0.34,0.28,0.34,0
12,1.91,0.12,0.59,0.4,14,2.99,0.45,0.68,0.99,0
19,6.8,0.48,0.95,0.36,23,2.82,0.48,0.7,0.79,1
21,9.19,0.9,0.08,0.75,23,2.93,0.75,0.82,0.57,1
13,8.05,1.0,0.13,0.41,17,2.52,0.7,0.58,0.92,0
4,0.78,0.53,0.02,0.37,8,8.14,0.91,0.01,0.91,1
1,2.4,0.4,0.24,0.83,5,3.74,0.13,0.53,0.64,0
0,0.16,0.22,0.04,0.12,1,1.69,0.81,0.24,0.03,0
8,1.62,0.2,0.94,0.76,11,5.71,0.7,0.37,0.86,1
12,0.54,0.72,0.43,0.13,13,9.67,0.35,0.81,0.49,0
8,0.49,0.29,0.56,0.6,10,6.95,0.93,0.23,0.09,0
3,3.51,0.35,0.21,0.89,7,8.46,0.76,0.4,0.41,0
21,1.54,0.49,0.5,0.31,0,4.1,0.01,0.97,0.41,1
9,0.35,0.01,0.45,0.64,13,7.59,0.9,0.41,0.13,0
11,0.32,0.37,0.2,0.0,14,4.44,0.68,0.63,0.09,1
13,3.5,0.44,0.06,0.13,14,2.59,0.08,0.25,0.33,0
22,9.69,0.73,0.37,0.1,2,8.13,0.69,0.99,0.47,1
3,7.6,0.93,0.64,0.53,4,4.38,0.74,0.3,0.72,0
12,5.56,0.19,0.32,0.61,13,2.68,0.67,0.46,0.55,0
1,9.71,0.99,0.69,0.85,3,8.02,0.09,0.27,0.86,0
5,0.3,0.36,0.49,0.22,7,8.51,0.14,0.71,0.7,1
6,2.93,0.04,0.87,0.92,10,3.26,0.76,0.82,0.93,0
19,2.62,0.44,0.92,0.62,21,7.11,0.22,0.53,0.34,0
21,0.27,0.09,0.69,0.0,23,4.26,0.19,0.76,0.18,0
9,6.62,0.6,0.53,0.89,13,0.14,0.67,0.33,0.32,1
22,1.31,0.39,0.91,0.44,1,4.39,0.69,0.62,0.2,1
0,7.9,0.98,0.21,0.15,4,7.75,0.43,0.63,0.78,1
14,2.22,0.94,0.41,0.73,18,7.01,0.03,0.4,0.93,0
14,2.11,0.36,0.24,0.8,15,3.38,0.31,0.62,0.8,0
23,6.42,0.79,0.3,0.05,0,8.98,0.27,0.68,0.87,1
16,4.31,0.42,0.37,0.93,18,8.43,0.43,0.16,0.84,1
16,6.36,0.79,0.94,0.88,19,7.96,0.95,0.73,0.28,1
15,1.09,0.93,0.98,0.7,17,5.73,0.48,0.57,0.54,1
2,6.01,0.71,0.43,0.59,5,6.22,0.31,0.31,0.87,0
6,8.24,0.78,0.44,0.22,8,1.36,0.22,0.59,0.89,0
22,6.62,0.91,0.33,0.29,23,9.33,0.23,0.02,0.7,0
23,1.42,0.19,0.59,0.53,1,9.16,0.94,0.3,0.83,0
12,7.48,0.7,0.06,0.51,16,5.04,0.14,0.97,0.21,0
15,3.33,0.55,0.85,0.07,16,5.25,0.38,0.08,0.73,1
20,4.04,0.47,0.98,0.6,23,9.73,0.97,0.39,0.75,1
14,5.7,0.8,0.19,0.68,17,2.45,0.0,0.62,0.92,0
3,8.4,0.06,0.88,0.42,4,3.87,0.13,0.1,0.32,0
21,9.51,0.33,0.67,0.52,1,4.02,0.33,0.76,0.89,0
5,4.73,0.27,0.01,0.39,8,4.49,0.52,0.81,0.81,1
1,0.76,0.38,0.26,0.11,4,1.79,0.26,0.3,0.07,0
9,1.48,0.85,0.2,0.53,10,9.13,1.0,0.02,0.78,0
1,4.55,0.96,0.41,0.05,2,6.24,0.81,0.27,0.92,0
5,7.98,0.33,0.05,0.61,6,5.37,0.03,0.61,0.87,1
21,5.86,0.43,0.07,0.61,22,5.98,0.87,0.92,0.9,1
8,9.9,0.56,0.11,0.36,11,6.11,0.53,0.3,0.91,0
12,3.03,0.51,0.98,0.57,16,5.01,0.64,0.22,0.25,0
20,1.45,0.98,0.0,0.72,21,2.55,0.15,0.87,0.86,1
11,3.35,0.28,0.84,0.02,13,1.95,0.31,0.04,0.1,0
15,5.35,0.46,0.61,0.96,18,1.18,0.31,0.51,0.43,0
16,2.05,0.5,0.75,0.13,18,6.08,0.79,0.52,0.4,0
3,1.63,0.65,0.22,0.97,7,4.32,0.74,0.36,0.55,0
5,4.23,0.48,0.93,0.21,9,8.5,0.44,0.7,0.38,0
21,3.75,0.98,0.53,0.89,22,7.66,0.47,0.5,0.29,0
11,5.65,0.41,0.55,0.84,14,9.34,0.93,0.24,0.46,0
3,6.27,0.95,0.03,0.15,7,1.75,0.47,0.83,0.06,1
13,8.25,0.87,0.71,0.63,16,4.51,0.67,0.55,0.81,0
22,0.75,0.79,0.42,0.31,1,2.07,0.52,0.99,0.88,1
1,7.5,0.46,0.07,0.58,5,3.24,0.6,0.56,0.3,0
22,1.72,0.83,0.21,0.26,2,5.14,0.41,0.53,0.86,0
12,1.55,0.59,0.68,0.18,13,9.36,0.79,0.6,0.63,0
17,1.59,0.57,0.79,0.52,18,3.9,0.66,0.76,0.51,0
20,0.12,0.4,0.72,0.85,0,5.98,0.87,0.05,0.59,0
18,3.91,0.61,0.23,0.27,20,7.08,0.66,0.85,0.66,1
1,7.15,0.04,0.49,0.46,3,6.16,0.86,0.78,0.87,1
11,0.18,0.49,0.24,0.1,15,1.75,0.81,0.9,0.22,0
1,4.43,0.91,0.36,0.64,4,5.27,0.62,0.68,0.74,1
8,0.49,0.37,0.51,0.21,11,9.72,0.31,0.31,0.48,0
3,9.37,0.98,0.79,0.85,5,2.02,0.54,0.44,0.32,0
17,7.45,0.58,0.44,0.87,18,6.2,0.54,0.87,0.14,0
20,3.6,0.51,0.26,0.98,23,5.77,0.29,0.91,0.99,0
13,8.15,0.07,0.22,0.13,16,3.23,0.22,0.5,0.66,0
15,4.56,0.92,0.6,0.7,18,1.52,0.44,0.1,0.39,0
22,1.41,0.83,0.33,0.37,23,7.07,0.3,0.16,0.82,0
12,0.74,0.35,0.74,0.54,15,5.85,0.8,0.02,0.47,0
12,7.1,0.39,0.73,0.35,16,6.34,0.36,0.28,0.08,0
19,4.28,0.44,0.34,0.95,20,8.98,0.08,0.66,0.4,0
9,2.32,0.76,0.84,0.67,10,3.9,0.89,0.71,0.26,0
14,0.31,1.0,0.59,0.72,17,1.3,0.41,0.66,1.0,0
0,4.28,0.85,0.35,0.93,2,0.34,0.73,0.59,0.71,0
6,3.8,0.46,0.6,0.38,10,4.18,0.44,0.08,0.14,0
7,1.78,0.95,0.03,0.79,10,8.39,0.13,0.7,0.22,1
2,7.27,0.97,0.55,0.89,4,4.91,0.62,0.02,0.47,0
4,2.8,0.4,0.27,0.03,7,1.68,0.25,0.86,0.06,1
11,8.82,0.14,0.81,0.81,15,1.14,0.38,0.49,0.13,0
11,8.94,0.63,0.36,0.76,15,6.41,0.49,0.44,0.85,0
19,0.31,0.93,0.97,0.92,20,5.5,0.0,0.18,0.8,0
6,7.81,0.93,0.26,0.55,9,4.84,0.18,0.91,0.23,1
7,0.71,0.93,0.28,0.73,9,6.97,0.37,0.48,0.58,0
3,6.98,0.59,0.53,0.47,6,8.25,0.21,0.13,0.69,0
9,4.44,0.65,0.42,0.51,11,0.57,0.53,0.37,0.05,1
15,0.9,0.21,0.08,0.09,17,0.7,0.23,0.48,0.41,0
0,7.99,0.08,0.46,0.05,4,6.73,0.63,0.32,0.3,0
1,6.44,0.65,0.0,0.86,5,8.23,0.66,0.24,0.81,0
5,0.17,0.03,0.18,0.05,7,9.59,0.43,0.34,0.65,0
0,9.16,0.14,0.29,0.1,3,2.93,0.15,0.4,0.48,0
10,0.24,0.98,0.4,0.89,12,2.1,0.74,0.14,0.14,0
10,8.7,0.59,0.18,0.18,12,3.76,0.14,0.03,0.96,0
2,7.59,0.26,0.31,0.22,3,1.06,0.23,0.17,0.18,0
6,2.47,0.6,0.34,0.86,8,6.81,0.33,0.22,0.19,1
9,4.31,0.0,0.26,0.51,13,4.32,0.27,0.75,0.73,0
13,6.38,0.47,0.9,0.82,17,2.8,0.57,0.64,0.36,0
11,8.36,0.09,0.69,1.0,15,9.82,0.4,0.81,0.56,0
12,3.73,0.25,0.64,0.06,14,9.17,0.42,0.11,0.47,0
12,1.63,0.88,0.78,0.95,15,9.24,0.39,0.72,0.67,0
22,1.32,0.63,0.77,0.55,2,3.42,0.25,0.29,0.88,0
15,3.01,0.34,0.08,0.64,17,8.64,0.7,0.42,0.2,0
10,2.16,0.66,0.41,0.33,13,7.5,0.25,0.58,0.41,0
4,5.68,0.59,0.24,0.61,7,8.9,0.55,0.66,0.42,0
16,1.06,0.9,0.52,0.2,17,4.65,0.03,0.02,0.81,0
15,7.76,0.77,0.94,0.27,17,6.15,0.81,0.96,0.9,1
12,5.76,0.12,0.98,0.98,15,4.01,0.2,0.77,0.78,0
20,8.39,0.75,0.99,0.63,23,3.92,0.7,0.34,0.41,0
3,1.43,0.93,0.86,0.59,7,9.0,0.01,0.4,0.57,0
21,1.86,0.41,0.91,0.72,22,5.69,0.09,0.41,0.99,0
17,2.22,0.22,0.11,0.1,19,3.93,0.17,0.79,0.57,0
7,7.33,0.03,0.75,0.19,10,2.35,0.97,0.22,0.92,0
6,5.36,0.1,0.05,0.56,9,7.98,0.27,0.73,0.96,1
6,0.79,0.25,0.54,0.1,7,0.15,0.28,0.65,0.59,1
1,6.58,0.92,0.89,0.04,4,5.32,0.83,0.42,0.42,0
1,8.77,0.6,0.25,0.14,2,9.55,0.77,0.26,0.9,0
8,9.96,0.21,0.2,0.43,10,6.97,0.57,0.67,0.49,1
6,0.63,0.32,0.48,0.86,10,8.84,0.79,0.12,0.88,0
21,9.27,0.82,1.0,0.3,0,4.67,0.87,0.16,0.93,1
9,1.24,0.84,0.46,0.63,10,3.21,0.91,0.93,0.08,1
13,8.5,0.37,0.38,0.86,17,1.92,0.07,0.55,0.96,1
9,6.59,0.38,0.78,1.0,10,1.73,0.64,0.12,0.28,0
2,2.22,0.05,0.6,0.43,5,6.64,0.39,0.41,0.25,0
10,7.59,0.5,0.31,0.08,12,1.43,0.36,0.49,0.81,0
17,5.23,0.91,0.36,0.39,20,2.86,0.57,0.95,0.22,1
18,4.36,0.35,0.66,0.4,21,3.69,0.78,0.3,0.15,0
23,4.58,0.39,0.13,0.65,0,4.08,0.03,0.38,0.01,0
9,1.16,0.22,0.99,0.38,12,6.5,0.96,0.86,0.26,0
3,0.08,0.64,0.81,0.41,4,6.02,0.67,0.99,0.8,0
4,4.74,0.17,0.5,0.11,5,3.54,0.79,0.16,0.23,0
17,2.87,0.54,0.47,0.87,19,5.28,0.36,0.61,0.6,1
1,4.55,0.8,0.23,0.89,4,1.06,0.12,0.25,0.67,0
10,3.22,0.78,0.44,0.15,12,7.67,0.53,0.13,0.83,0
3,9.57,0.56,0.04,0.76,6,5.27,0.03,0.93,0.02,0
3,9.1,0.71,0.33,0.3,6,6.15,0.87,0.13,0.76,1
20,2.91,0.56,0.8,0.29,23,8.84,0.13,0.04,0.09,1
19,0.27,0.22,0.34,0.98,21,5.61,0.71,0.02,1.0,0
3,1.02,0.82,0.62,0.9,5,4.47,0.93,0.9,0.82,1
10,5.55,0.96,0.91,0.78,13,5.94,0.31,0.77,0.54,0
23,8.35,0.6,0.43,0.64,0,6.91,0.36,0.15,0.61,0
2,3.92,0.42,0.24,0.45,3,2.77,0.44,0.04,0.4,0
7,6.66,0.07,0.59,0.55,11,1.44,0.22,0.02,0.28,0
19,6.42,0.85,0.3,0.3,21,7.75,0.5,0.91,0.32,0
9,2.44,0.14,0.25,0.21,11,5.15,0.77,0.27,0.45,0
10,2.5,0.87,0.6,0.33,13,3.41,0.46,0.85,0.58,1
15,0.2,0.28,0.37,0.06,19,9.97,0.21,0.66,0.62,0
11,9.31,0.85,0.32,0.54,13,8.11,0.53,0.23,0.28,0
13,1.88,0.88,0.62,0.09,17,1.62,0.49,0.95,0.6,0
2,4.67,0.93,0.18,0.12,6,6.86,0.59,0.9,0.38,1
0,2.25,0.13,0.35,0.03,4,2.19,0.84,0.59,0.5,0
11,1.89,0.05,0.1,0.59,12,1.11,0.24,0.24,0.37,0
2,0.07,0.65,0.18,0.58,3,3.45,0.1,0.15,0.84,0
8,0.69,0.74,0.35,0.6,12,0.07,0.45,1.0,0.81,1
11,1.41,0.23,0.96,0.65,13,4.71,0.92,0.53,0.08,0
23,8.39,0.44,0.78,0.12,2,2.99,0.76,0.2,0.61,0
21,9.74,0.43,0.42,0.43,1,0.63,0.18,0.47,0.9,1
18,5.56,0.82,0.65,0.48,20,0.6,0.66,0.8,0.62,1
21,3.94,0.63,0.68,0.44,22,3.89,0.83,0.63,0.2,0
21,1.27,0.36,0.16,0.87,1,3.82,0.64,0.72,0.65,0
15,0.88,0.85,0.61,0.19,16,0.45,0.94,0.24,0.83,1
17,8.74,0.7,0.07,0.14,19,4.4,0.6,0.63,0.85,1
15,1.08,0.66,0.2,0.68,18,4.16,0.57,0.88,0.34,1
1,1.03,0.27,0.87,0.81,2,8.05,0.16,0.43,0.29,0
7,0.68,0.14,0.18,0.28,10,9.43,0.22,0.81,0.25,0
12,9.31,0.39,0.47,0.41,15,5.31,0.51,0.59,0.16,0
9,8.31,0.02,0.41,0.14,12,0.11,0.41,0.13,0.57,0
10,1.47,0.67,0.87,0.77,11,7.52,0.88,0.71,0.18,0
22,6.16,0.58,0.22,0.68,23,2.73,0.14,0.13,0.11,0
11,1.9,0.79,0.29,0.49,12,5.52,0.86,0.93,0.7,1
11,7.24,0.46,0.88,0.37,15,8.65,0.29,0.66,0.46,0
16,0.98,0.45,0.68,0.95,18,9.85,0.14,0.24,0.44,0
1,3.2,0.72,0.39,0.4,4,7.31,0.01,0.2,0.63,0
16,2.04,0.11,0.99,0.88,20,8.26,0.03,0.95,0.05,0
9,1.31,0.82,0.77,0.87,12,2.08,0.99,0.21,0.85,0
16,9.39,0.69,0.61,0.5,18,7.41,0.09,0.21,0.01,0
19,8.91,0.88,0.6,0.02,22,9.85,0.92,0.28,0.72,1
4,6.24,0.76,0.09,0.56,7,2.19,0.05,0.65,0.89,1
10,3.95,0.48,0.79,0.53,13,6.92,0.71,0.06,0.88,1
16,2.89,0.64,0.06,0.06,17,2.46,0.35,0.38,0.51,0
10,5.25,0.65,0.27,0.65,12,4.8,0.46,0.35,0.05,1
3,5.19,0.32,0.28,0.11,7,8.42,0.45,0.26,0.09,0
14,4.08,0.61,0.69,0.65,15,2.08,0.7,0.44,0.11,0
16,1.17,0.57,0.47,0.83,20,4.41,0.58,0.71,0.2,0
15,7.21,0.86,0.33,0.98,16,2.11,0.19,0.36,0.54,0
14,5.48,0.25,0.95,0.99,16,5.81,0.59,0.76,0.16,1
4,4.71,0.78,0.48,0.56,5,0.71,0.33,0.81,0.93,1
6,8.16,0.78,0.01,0.79,7,3.44,0.16,0.83,0.18,0
17,2.59,0.07,0.37,0.74,19,0.66,0.32,0.87,0.37,0
7,8.05,0.47,0.19,0.92,8,5.37,0.56,0.47,0.89,0
7,9.5,0.79,0.47,0.92,9,9.5,0.12,0.88,0.5,0
23,6.54,0.92,0.2,0.78,3,0.66,0.44,0.08,0.07,0
8,1.97,0.68,0.49,0.89,10,9.64,0.35,0.66,0.85,1
15,7.59,0.83,0.78,0.9,16,9.35,0.68,0.58,0.47,0
13,7.73,0.4,0.46,0.3,16,6.09,0.72,0.38,0.85,0
0,6.17,0.37,0.16,0.82,1,2.85,0.14,0.67,0.68,1
19,9.57,0.18,0.84,0.58,21,7.61,0.24,0.62,0.01,1
15,4.24,0.76,0.33,0.79,17,5.89,0.08,0.94,0.04,0
12,4.22,0.03,0.03,0.4,14,5.63,0.72,0.67,0.84,1
17,2.25,0.29,0.5,0.21,19,4.95,0.09,0.19,0.28,1
8,2.46,0.9,0.51,0.41,12,6.35,0.85,0.68,0.24,0
2,6.94,0.82,0.41,0.36,6,7.8,0.14,0.39,0.33,0
5,6.71,0.29,0.04,0.03,9,8.81,0.68,0.14,0.55,1
21,7.91,0.32,0.59,0.56,1,3.41,0.21,0.14,0.88,0
23,8.8,0.7,0.2,0.23,0,8.99,0.85,0.91,0.38,0
6,0.94,0.06,0.72,0.59,7,5.29,0.6,0.23,0.55,0
9,1.78,0.64,0.95,0.34,10,9.52,0.06,0.54,0.94,1
1,0.54,0.26,0.22,0.44,3,4.28,0.24,0.42,0.17,0
2,9.85,0.67,0.43,0.07,4,8.54,0.87,0.57,0.78,1
14,8.72,0.91,0.22,0.99,15,8.64,0.09,0.98,0.68,1
23,0.13,0.61,0.5,0.2,1,4.51,0.5,0.98,0.09,0
9,6.69,0.61,0.47,0.41,11,8.64,0.65,0.76,0.1,0
22,5.12,0.48,0.87,0.13,23,5.33,0.81,0.22,0.93,1
21,0.29,0.73,0.4,0.78,0,6.42,0.46,0.4,0.59,0
14,5.72,0.69,0.45,0.4,15,9.5,0.99,0.32,0.19,0
22,4.66,0.58,0.24,0.32,23,5.38,0.14,0.34,0.48,0
19,3.83,0.02,0.84,0.91,23,3.73,0.74,0.02,0.03,0
9,7.74,0.11,0.95,0.39,10,4.85,0.58,0.57,0.95,0
11,3.54,0.09,0.53,0.08,15,1.19,0.98,0.53,0.04,0
1,7.2,0.18,0.27,0.7,2,1.85,0.95,0.56,0.89,0
1,6.44,0.77,0.59,0.02,3,1.06,0.88,0.34,0.01,0
20,4.96,0.17,0.75,0.02,21,6.63,0.6,0.15,0.18,0
19,8.22,0.63,0.02,0.17,21,0.47,0.78,0.5,0.2,1
5,6.53,0.42,0.26,0.8,9,4.54,0.24,0.95,0.73,0
10,8.85,0.69,0.81,0.76,14,3.09,0.95,0.96,0.37,0
15,0.54,0.38,0.9,0.79,18,3.65,0.3,0.94,0.22,0
12,8.97,0.98,0.66,0.42,16,9.28,0.51,0.67,0.87,0
17,6.63,0.93,0.65,0.94,19,6.32,0.85,0.83,0.22,0
16,2.44,0.03,0.66,0.46,19,3.68,0.47,0.92,0.9,1
20,7.73,0.61,0.22,0.83,0,2.56,0.24,0.98,0.43,0
17,3.59,0.76,0.79,0.32,18,0.64,0.99,0.03,0.17,0
23,0.56,0.2,0.17,0.99,0,6.05,0.2,0.05,0.47,0
4,2.73,0.79,0.35,0.63,7,6.87,0.24,0.93,0.06,0
11,3.58,0.68,0.69,0.64,12,3.03,0.34,0.66,0.96,0
7,1.44,0.46,0.26,0.68,8,6.74,0.23,0.22,0.49,0
6,7.98,0.72,0.1,0.14,7,6.59,0.58,0.27,0.87,0
14,1.53,0.43,0.68,0.91,17,8.07,0.34,0.69,0.52,0
17,3.52,0.34,0.08,0.63,20,4.34,0.04,0.6,0.91,0
3,4.79,0.9,0.3,0.83,4,3.16,0.68,0.69,0.7,0
15,5.46,0.11,0.46,0.25,17,2.54,0.1,0.84,0.85,0
11,7.21,0.76,0.75,0.76,15,2.61,0.1,0.75,0.03,0
20,3.95,0.01,0.62,0.06,0,5.73,0.08,0.83,0.24,0
19,9.5,0.44,0.49,0.06,22,3.39,0.71,0.72,0.82,0
4,4.44,0.68,0.1,0.17,8,7.62,0.28,0.23,0.78,0
1,5.05,0.85,0.09,0.29,4,1.56,0.15,0.61,0.24,1
21,5.55,0.79,0.24,0.25,23,1.37,0.36,0.37,0.38,0
3,2.96,0.02,0.29,0.26,6,8.96,0.52,0.71,0.65,1
11,9.16,0.08,0.04,0.65,13,1.61,0.98,0.48,0.12,0
13,6.85,0.11,0.67,0.47,15,1.31,0.9,0.96,0.81,0
5,8.43,0.14,0.61,0.74,6,7.32,0.49,0.82,0.16,1
12,7.88,0.44,0.68,0.44,13,4.87,0.77,0.36,0.56,1
14,3.5,0.59,0.62,0.73,17,3.76,0.2,0.25,0.32,1
0,7.77,0.38,0.81,0.24,2,4.97,0.61,0.89,0.74,0
1,5.96,0.5,0.45,0.4,3,2.42,0.78,0.27,0.6,0
13,6.81,0.3,0.07,0.71,17,1.5,0.79,0.54,0.1,0
17,4.49,0.07,0.87,0.31,19,2.47,0.28,0.06,0.55,0
7,3.65,0.24,0.03,0.55,9,2.01,0.73,0.88,0.67,0
20,2.26,0.84,0.24,0.57,0,6.69,0.09,0.94,0.48,1
0,7.5,0.59,0.31,0.49,4,4.85,0.05,0.02,0.13,0
1,9.14,0.46,0.43,0.27,5,3.68,0.79,0.79,0.67,1
5,4.61,0.53,0.08,0.11,7,7.82,0.75,0.62,0.8,0
11,6.07,0.14,0.4,0.34,15,8.24,0.6,0.45,0.5,0
21,6.9,0.68,0.5,0.75,22,8.47,0.24,0.35,0.11,1
12,5.46,0.94,0.37,0.49,16,4.61,0.2,0.85,0.52,0
1,7.31,0.22,0.66,0.72,3,9.56,0.67,0.96,0.3,0
5,4.27,0.73,0.0,0.95,9,1.15,0.81,0.42,0.1,0
3,1.9,0.51,0.11,0.4,6,5.34,0.42,0.89,0.42,0
12,3.8,0.98,0.39,0.51,15,4.86,0.02,0.38,0.56,0
8,4.89,0.6,0.64,0.4,10,2.31,0.84,0.77,0.58,0
22,6.63,0.17,0.94,0.38,23,6.0,0.28,0.04,0.26,1
4,0.87,0.45,0.13,0.16,5,4.82,0.52,0.02,0.54,0
12,8.49,0.48,0.68,0.53,13,7.3,0.84,0.52,0.25,0
18,6.26,0.06,0.16,0.87,22,1.11,0.12,0.28,0.85,0
11,5.55,0.53,0.1,0.94,12,9.68,0.43,0.49,0.63,0
22,4.09,0.24,0.99,0.2,1,0.99,0.6,0.98,0.37,1
23,1.08,0.6,0.61,0.22,3,9.14,0.51,0.09,0.84,0
22,3.95,0.98,0.17,0.05,23,7.65,0.64,0.01,0.08,0
21,1.19,0.22,0.98,0.19,23,9.21,0.8,0.24,0.47,0
18,7.56,0.05,0.69,0.83,19,2.46,0.67,0.6,0.75,0
16,3.45,0.42,0.97,0.87,18,6.82,0.92,0.55,0.83,0
23,6.06,0.15,0.91,0.78,1,8.93,0.11,0.81,0.07,1
10,6.31,0.84,0.9,0.83,11,8.33,0.87,0.9,0.9,1
5,4.09,0.04,0.7,0.4,7,5.74,0.26,0.26,0.82,1
10,0.98,0.39,0.78,0.6,12,0.14,0.77,0.47,0.4,1
19,6.52,0.43,0.66,0.36,20,7.89,0.54,0.14,0.28,1
23,7.04,0.46,0.64,0.89,1,3.32,0.95,0.93,0.42,0
6,9.63,0.47,0.93,0.45,8,4.81,0.14,0.48,0.23,0
5,1.37,0.17,0.17,0.85,8,2.74,0.69,0.53,0.79,0
1,6.75,0.25,0.73,0.43,5,3.12,0.01,0.89,0.1,0
5,7.62,0.55,0.85,0.16,8,9.85,0.03,0.69,0.24,1
22,4.42,0.35,0.89,0.09,1,6.7,0.51,0.66,0.98,0
19,1.08,0.49,0.19,0.54,22,7.08,0.9,0.47,0.32,0
10,6.86,0.62,0.51,0.82,11,3.89,0.08,0.9,0.78,1
12,6.18,0.18,0.58,0.99,15,0.4,0.96,0.24,0.38,0
13,7.76,0.57,0.23,0.54,15,0.98,0.25,0.83,0.63,0
19,8.37,0.79,0.78,0.31,20,2.84,0.63,0.15,0.0,0
23,2.74,0.19,0.81,0.67,1,5.41,0.23,0.24,0.21,0
23,4.39,0.61,0.73,0.51,3,7.77,0.36,0.29,0.28,0
19,5.57,0.34,0.45,0.2,21,8.22,0.02,0.86,0.16,0
16,6.11,0.88,0.92,0.84,19,8.66,0.25,0.43,0.9,1
10,3.26,0.1,0.86,0.4,12,0.5,0.46,0.8,0.52,1
18,2.78,0.55,0.95,0.21,21,2.78,0.28,0.73,0.65,1
13,4.53,0.54,0.58,0.46,17,4.12,0.11,0.7,0.86,0
13,0.9,0.26,0.44,0.08,14,0.31,0.76,0.8,0.26,1
14,3.4,0.48,0.36,0.43,15,3.29,0.65,0.08,0.73,0
3,4.94,0.29,0.56,0.72,7,1.85,0.28,0.21,0.97,0
13,0.24,0.98,0.93,0.32,16,9.1,0.65,0.78,0.41,1
7,3.46,0.05,0.82,0.75,11,2.68,0.18,0.56,0.07,0
5,8.03,0.12,0.96,0.84,8,3.34,0.98,0.68,0.24,0
15,7.46,0.76,0.87,0.3,19,9.93,0.07,0.41,0.76,0
7,8.6,0.87,0.67,0.2,11,5.15,0.22,0.72,0.08,1
4,5.52,0.38,0.33,0.97,8,6.12,0.21,0.76,0.64,1
22,4.62,0.52,0.76,0.05,2,2.2,0.33,0.15,0.95,0
9,2.15,0.6,0.4,0.78,12,3.81,0.74,0.24,0.1,0
6,3.74,0.68,0.09,0.71,8,7.44,0.05,0.88,0.84,0
11,4.64,0.43,0.68,0.89,15,3.91,0.94,0.44,0.31,1
17,8.15,0.26,0.5,0.77,21,3.77,0.27,0.29,0.24,0
10,5.89,0.85,0.45,0.46,12,2.57,0.83,0.03,0.75,0
13,2.85,0.27,0.15,0.96,17,4.83,0.47,0.08,0.6,0
2,7.56,0.77,0.65,0.21,5,6.24,0.06,0.03,0.72,0
1,3.76,0.36,0.51,0.24,5,2.94,0.26,0.24,0.98,0
13,2.5,0.95,0.91,0.86,16,1.34,0.41,0.98,0.63,0
0,2.64,0.03,1.0,0.74,1,0.75,0.74,0.81,0.58,1
13,0.83,0.69,0.6,0.57,14,7.37,0.83,0.99,0.09,0
16,7.5,0.45,0.93,0.4,18,0.81,0.73,0.47,0.43,0
20,5.14,0.67,0.28,0.46,0,5.86,0.4,0.65,0.78,0
22,7.42,0.71,0.37,0.34,23,6.02,0.37,0.53,0.62,1
7,0.09,0.18,0.7,0.5,9,9.09,0.86,0.32,0.84,0
13,9.15,0.07,0.05,0.07,15,8.76,0.53,0.38,0.31,0
6,2.57,0.73,0.5,0.17,7,4.58,0.86,0.83,0.0,1
3,9.3,0.75,0.67,0.92,4,2.3,0.5,0.65,0.84,0
23,4.17,0.93,0.86,0.48,3,1.0,0.09,0.2,0.37,0
4,5.17,0.2,0.9,0.97,7,7.74,0.53,0.08,0.21,0
17,6.4,0.69,0.49,0.6,20,3.47,0.62,0.62,0.81,0
21,9.17,0.97,0.55,0.38,22,3.64,0.52,0.89,0.87,1
19,2.19,0.21,0.85,0.59,21,3.14,0.76,0.57,0.55,1
1,9.61,0.07,0.26,0.39,3,2.63,0.7,0.98,0.17,1
19,5.76,0.74,0.24,0.76,22,0.57,0.59,0.92,0.17,1
6,0.95,0.09,0.72,0.09,9,2.53,0.33,0.64,0.36,1
10,0.44,0.06,0.31,0.01,12,4.44,0.09,0.71,0.89,1
13,6.16,0.3,0.77,0.32,16,4.1,0.84,0.43,0.75,1
9,7.84,0.74,0.18,0.59,10,1.46,0.94,0.86,0.6,1
9,9.35,0.92,0.8,0.02,10,9.72,0.92,0.75,0.98,0
0,8.96,0.89,0.85,0.73,1,6.38,0.16,0.25,0.8,0
13,1.56,0.08,0.81,0.36,15,6.4,0.17,0.78,0.84,0
4,5.31,0.63,0.5,0.8,5,7.1,0.75,0.01,0.57,0
20,4.95,0.76,0.55,0.46,23,7.05,0.16,0.03,0.96,0
8,6.18,0.74,0.25,0.19,11,4.66,0.12,0.61,0.09,1
1,6.79,0.51,0.93,0.64,4,7.08,0.15,0.63,0.52,0
9,1.78,0.94,0.18,0.01,10,7.84,0.85,0.89,0.26,0
19,0.46,0.58,0.26,0.08,22,5.05,0.73,0.51,0.44,0
